Match Score (%),Recommendation,Title,Company,Company Type,Modality,Salary,Salary Type,Interview Difficulty (0-100),Location,Has Full JD,Pros,Cons / Risks,AI Reasoning,URL,Posted,Scanned At
65,MAYBE / REVIEW,Java Developer,Ingemark,Consulting,Remote,"38,000€ - 48,000€",Estimated,50,"Zagreb, Zagreb, Croatia",Yes,"• Full JD available
• Exact stack match: Java, Spring Boot, Microservices, Kafka, AWS, Docker, CI/CD
• 100% remote choice
• Non-Spanish agency","• Agency/consultancy model
• Compensation near bottom of preference range","Ingemark is a Croatian custom software agency with a full JD matching your stack perfectly (Java, Spring Boot, Kafka, AWS, Docker). Since it is not Spanish, it is acceptable if pay exceeds 45k€.",https://www.linkedin.com/jobs/view/4444000627/,2 weeks ago,2026-08-10T21:39:16.680Z
65,MAYBE / REVIEW,Software Engineer (f/m/d),Awin Global,Scaleup,Remote,"45,000€ - 55,000€",Estimated,55,Romania (Remote),No,"• Global affiliate marketing product scaleup
• Fresh posting
• Standard software engineer level","• Location specified as Romania Remote
• Detailed JD missing",Awin Global is a solid product business. You should verify if this role accepts applicants based in Spain or is strictly confined to Romania.,N/A,5 days ago,2026-08-10T21:10:17.919Z
65,MAYBE / REVIEW,Java Services Engineer,RubyPlay,Product,Remote,"40,000€ - 50,000€",Estimated,55,Warsaw (Remote),No,"• iGaming product company
• Remote services development
• Java backend focus","• iGaming sector match needs evaluation
• Detailed JD missing","RubyPlay is a product studio in the iGaming sector. The role aligns technically, but product sector fit and remote payroll eligibility in Spain should be confirmed.",N/A,2 weeks ago,2026-08-10T21:10:17.919Z
60,MAYBE / REVIEW,Senior Java Engineer,B2Spin Limited,Product,Remote,"45,000€ - 60,000€",Estimated,60,Ukraine (Remote),No,"• Product company
• Remote Java position
• Above target potential pay","• Senior title label
• Detailed JD missing","B2Spin offers remote product development roles. If they accept semisenior level engineers with solid Java microservices skills, it could be a fit.",N/A,1 week ago,2026-08-10T21:10:17.919Z
60,MAYBE / REVIEW,Senior Software Engineer,Pearson,SME,Remote,"45,000€ - 60,000€",Estimated,60,Poland (Remote),No,"• EdTech corporate product company
• Remote position
• Java backend stack commonly used","• Senior title
• Detailed JD missing","Pearson is a global education product business. Senior software engineering positions offer good stability, though technical stack confirmation is needed.",N/A,1 week ago,2026-08-10T21:39:16.680Z
55,MAYBE / REVIEW,Software Engineer,Nortal,Consulting,Remote,"45,000€ - 55,000€",Estimated,55,Estonia (Remote),No,"• Estonian digital transformation consultancy
• Non-Spanish firm
• Standard engineer level","• Consultancy model
• Estonia remote tax entity check
• Detailed JD missing","Nortal is an international consultancy headquartered in Estonia. Being non-Spanish, it fulfills basic criteria if they hire remotely in Spain above 45k€.",N/A,1 week ago,2026-08-10T21:39:16.679Z
55,MAYBE / REVIEW,Java Developer,Haystack,Consulting,Remote,"45,000€ - 55,000€",Estimated,50,London (Remote),No,"• Very fresh posting
• Mid-level title
• Remote Java position","• Recruitment platform listing
• Detailed JD missing",Extremely recent posting for a remote Java developer. Quick application could yield early visibility if UK/EU remote contract is possible.,N/A,1 hour ago,2026-08-10T21:10:17.919Z
55,MAYBE / REVIEW,Mid/Senior Java Developer,Bonapolia,Consulting,Remote,"45,000€ - 55,000€",Estimated,60,Tallinn (Remote),No,"• Remote work opportunity
• Non-Spanish company
• Accepts Mid/Senior level experience","• Detailed JD missing
• Tax residency and contracting model need clarification
• Consulting risk",Bonapolia is a non-Spanish company offering a remote Java role suitable for mid-level engineers. Further information on contract type and exact stack is required before proceeding.,N/A,2 weeks ago,2026-08-10T21:10:01.295Z
50,MAYBE / REVIEW,Software Engineer,IT Search,Consulting,Remote,"45,000€ - 55,000€",Estimated,55,Ireland (Remote),No,"• Irish recruitment agency with higher potential salary
• Remote work","• Third-party agency listing
• Exact tech stack unspecified
• Detailed JD missing",IT Search is an Irish recruitment agency listing a remote software engineering position. Detailed information on the client and tech stack is required.,N/A,2 weeks ago,2026-08-10T21:10:01.296Z
50,MAYBE / REVIEW,Java Software Engineer,Scale Tech,Consulting,Remote,"40,000€ - 50,000€",Estimated,50,Vilniaus rajonas (Remote),No,"• Remote modality
• Java ecosystem focus
• Non-Spanish firm","• Consultancy model
• Detailed JD missing",This role offers remote Java backend development with a non-Spanish firm. It warrants a quick review to check if contract rates meet your 45k€ consultancy requirement.,N/A,1 month ago,2026-08-10T21:10:01.296Z
50,MAYBE / REVIEW,Java Software Engineer,Phi Partners,Consulting,Remote,"45,000€ - 55,000€",Estimated,50,Poland (Remote),No,"• Niche capital markets tech firm
• Non-Spanish consultancy
• Potential for competitive pay","• Consulting model
• Detailed JD missing","Phi Partners is a UK-headquartered consultancy. Because it is non-Spanish, it could be valid if compensation exceeds your 45k€ requirement.",N/A,3 weeks ago,2026-08-10T21:10:17.919Z
50,MAYBE / REVIEW,Software Engineer (Java),Software Mind,Consulting,Remote,"40,000€ - 50,000€",Estimated,50,Cracow (Remote),No,"• Non-Spanish company
• Freshly posted
• Java focus","• Consulting software house
• Poland-focused contract restrictions may apply
• Detailed JD missing",Software Mind is a Polish software house offering remote Java development. It is worth reviewing if they offer B2B contracts to Spanish residents above 45k€.,N/A,9 hours ago,2026-08-10T21:10:01.296Z
50,MAYBE / REVIEW,Java Software Engineer,Amber Labs,Consulting,Remote,"45,000€ - 58,000€",Estimated,55,"London Area, United Kingdom (Remote)",No,"• UK consulting company paying competitive rates
• Java title focus","• Consulting consultancy
• UK residency requirement risk
• Detailed JD missing","Amber Labs is a UK digital consultancy. If they offer contract options for Spanish residents above 45k€, it could meet candidate constraints.",N/A,3 weeks ago,2026-08-10T21:39:16.680Z
50,MAYBE / REVIEW,Software Engineer - Backend Services - MPG - Fully remote from the UK or,Climax Studios,SME,Remote,"45,000€ - 55,000€",Estimated,60,United Kingdom (Remote),No,"• Gaming backend engineering
• Remote option mentioned","• Title cut off
• Posted 2 months ago
• Detailed JD missing","Gaming backend role at Climax Studios. Truncated title leaves location scope ambiguous, so remote eligibility from Spain must be confirmed.",N/A,2 months ago,2026-08-10T21:10:17.919Z
50,MAYBE / REVIEW,Java Developer (Remote),IT Search,Consulting,Remote,"45,000€ - 55,000€",Estimated,50,Ireland (Remote),No,"• Irish market rates
• Freshly posted
• 100% remote","• Agency posting
• Client details undisclosed
• Detailed JD missing",Agency listing for an Irish client offering remote Java work. Worth contacting to check if remote work from Spain is supported.,N/A,5 days ago,2026-08-10T21:10:17.919Z
45,REJECT,Software Engineer – Senior Java Developer,GRiT Solutions,Consulting,Remote,"40,000€ - 50,000€",Estimated,55,Portugal (Remote),No,"• Non-Spanish agency
• Remote Java development","• Portugal remote restriction
• Consulting agency
• Detailed JD missing",GRiT Solutions is a Portuguese consultancy listing remote roles that typically require Portuguese tax residency.,N/A,1 week ago,2026-08-10T21:10:17.919Z
45,REJECT,Java Developer,Jit Team,Consulting,Remote,"35,000€ - 45,000€",Estimated,50,Gdynia (Remote),No,"• Remote Java role
• Mid-level title","• Polish outsourcing agency
• Rates usually tailored to local Polish B2B market
• Detailed JD missing","Jit Team is a Polish software development agency. Unless paying foreign market rates, it offers low value compared to product companies.",N/A,1 month ago,2026-08-10T21:10:17.919Z
45,MAYBE / REVIEW,Java Software Engineer,Langham Recruitment,Consulting,Remote,"45,000€ - 55,000€",Estimated,50,United Kingdom (Remote),No,"• UK market compensation
• Java engineering focus","• Third-party recruiter posting
• UK-only remote restriction risk
• Detailed JD missing","Recruitment agency posting for a UK company. Many UK remote roles require UK tax residence, so eligibility from Spain must be verified.",N/A,3 weeks ago,2026-08-10T21:10:17.919Z
45,REJECT,Senior Backend Engineer (Java),Innovecs,Consulting,Remote,"40,000€ - 50,000€",Estimated,55,Ukraine (Remote),No,"• Global tech vendor
• Remote Java position","• Outsourcing consultancy
• Likely restricted to Eastern European residency
• Detailed JD missing",Innovecs is a global software consultancy catering primarily to Eastern Europe. Legal and tax constraints make this remote position unsuitable.,N/A,1 week ago,2026-08-10T21:10:17.919Z
45,REJECT,Senior Java Software Engineer,SoftServe,Consulting,Remote,"45,000€ - 55,000€",Estimated,60,Poland (Remote),No,"• Large IT vendor
• Fresh posting","• Large IT consultancy
• Poland tax residency restriction likely
• Detailed JD missing","SoftServe is a large outsourcing vendor. Although non-Spanish, outsourcing roles outside your direct stack product preference offer low overall fit.",N/A,5 days ago,2026-08-10T21:10:17.920Z
40,REJECT,Middle Java Developer,Raiffeisen Bank Ukraine,SME,Remote,"30,000€ - 40,000€",Estimated,55,"Kyiv, Ukraine (Remote)",No,"• Mid-level banking experience
• Java microservices","• Location restricted to Ukraine residents
• Geopolitical and tax risk
• Salary below preferences",This mid-level Java role is targeted at candidates based locally in Ukraine. Compensation and legal requirements do not align with your profile in Spain.,N/A,1 week ago,2026-08-10T21:10:01.296Z
40,REJECT,Backend Software Engineer (Digital Transformation),emagine,Consulting,Remote,"35,000€ - 45,000€",Estimated,50,Portugal (Remote),No,"• 100% remote
• Backend engineering","• Consultancy model
• Portugal location constraint
• Detailed JD missing",Another posting by emagine based in Portugal. Contractual constraints for Portugal residency and consultancy nature make it unappealing.,N/A,1 week ago,2026-08-10T21:10:17.919Z
40,REJECT,Senior Java Developer,emagine,Consulting,Remote,"40,000€ - 50,000€",Estimated,65,Portugal (Remote),No,"• 100% Remote modality
• Core Java ecosystem","• Restricted to Portugal remote residency
• Consulting agency model
• Senior role requirement mismatch","This Java role is targeted at Portugal remote residents, which likely requires local tax residency. Additionally, it is a senior consultancy position.",N/A,2 weeks ago,2026-08-10T21:10:01.295Z
35,REJECT,Programador/a Java – Spring Boot & Microservicios,METRICA,Consulting,Remote,"30,000€ - 38,000€",Estimated,40,Madrid (Remote),No,"• 100% Remote work in Spain
• Stack aligns with Java and Spring Boot microservices","• Spanish consulting company (red flag)
• Estimated salary below candidate target
• Detailed JD missing","Although the position offers remote work in Spain with relevant technologies, METRICA is a Spanish consultancy firm. This directly violates your explicit preference against Spanish consultancies.",N/A,2 months ago,2026-08-10T21:10:01.295Z
35,REJECT,Programador Backend,METRICA,Consulting,Remote,"30,000€ - 38,000€",Estimated,40,Madrid (Remote),No,"• 100% Remote in Spain
• Backend engineering focus","• Spanish consulting firm
• Salary below 40k€ expectation
• Detailed JD missing","This Spanish consulting role offers remote work in Spain, but falls short of your desired salary. It triggers your red flag against Spanish IT consultancies.",N/A,1 month ago,2026-08-10T21:10:01.295Z
35,REJECT,JAVA Software Backend Engineer,Devapo,Consulting,Remote,"35,000€ - 45,000€",Estimated,50,Warsaw (Remote),No,• Backend Java focus,"• Posted 4 months ago
• Polish software house agency
• Detailed JD missing",Devapo is a Polish outsourcing provider. The posting is 4 months old and provides no clear advantage over local product roles.,N/A,4 months ago,2026-08-10T21:39:16.679Z
